Timestamp color_1_R color_1_G color_1_B color_1_proportion color_2_R color_2_G color_2_B color_2_proportion color_3_R color_3_G color_3_B color_3_proportion
2013-05-06_19-49-50 68.647446 64.947624 71.04147 0.4874861164509377 166.84477 142.44301 130.45956 0.27319887650049124 231.09793 221.28107 214.68486 0.23931500704857106
2015-07-25_18-24-19 162.43681 116.85336 110.7436 0.43568359375 71.67478 40.688923 52.341526 0.35829345703125 252.37848 248.79091 236.2447 0.20602294921875
2019-03-13_10-00-35 229.9279 217.7435 206.27374 0.5138425925925926 140.33157 156.49977 162.31425 0.2912114197530864 63.892082 108.00175 113.413376 0.194945987654321
2016-08-18_15-11-12 57.34848 3.2256727 2.16383 0.5046694958847736 175.4619 37.709457 16.704288 0.36614068930041155 222.96112 148.4903 92.979256 0.1291898148148148
2015-04-10_12-06-43 106.21177 95.39529 82.20914 0.3940478515625 49.95925 47.562473 39.52725 0.32993408203125 170.8325 160.90414 140.12538 0.27601806640625
2014-03-14_18-47-58 125.93818 84.42776 64.569145 0.3827294921875 164.90918 145.38 112.20565 0.3424169921875 29.60502 46.852276 43.761772 0.274853515625
2018-07-26_20-17-19 207.33675 190.33067 187.26442 0.5154417597168833 122.10111 67.55817 51.319122 0.30566080907926046 88.64905 144.6055 183.33322 0.17889743120385623
2019-04-24_13-03-29 83.13262 52.392982 43.199074 0.5934320987654321 29.370596 21.395678 16.132483 0.3530987654320988 169.31415 139.88763 112.92467 0.053469135802469134
2015-01-25_13-48-10 185.62514 148.84836 93.797935 0.44052734375 218.06935 210.17245 179.77866 0.3719384765625 92.90383 72.53246 42.60334 0.1875341796875
2015-10-07_10-01-00 22.751415 28.64963 25.599548 0.5438734567901234 21.986433 93.706985 134.74397 0.278125 96.64621 160.66994 183.75002 0.17800154320987654
2018-11-14_16-25-23 215.31789 76.2573 48.19414 0.4995558752340503 84.823654 15.837317 25.853947 0.3283863086267525 219.65 141.3044 153.971 0.17205781613919716
2016-02-05_16-14-57 122.42691 74.37607 58.294205 0.5051217421124828 36.662346 24.94448 21.997635 0.2646613511659808 196.4057 167.25755 126.20057 0.23021690672153636
2017-08-08_13-38-55 224.6687 224.64265 220.64345 0.551423182441701 187.608 160.52603 66.12238 0.2571793552812071 72.36272 67.26082 29.90404 0.1913974622770919
2015-02-06_13-26-42 188.82513 138.58885 76.09454 0.40813232421875 225.26945 205.73007 157.25615 0.39990478515625 89.97855 35.73284 21.913237 0.191962890625
2017-12-19_18-48-37 79.584236 39.304222 14.8292 0.4961177600472813 160.7967 91.26163 30.887371 0.3225214243498818 231.26646 182.59587 110.100044 0.18136081560283687
2017-11-21_13-54-06 70.80976 78.22029 74.88541 0.35730978095063765 151.85037 146.26663 124.03804 0.33256299957288427 228.56631 240.31746 245.60213 0.31012721947647814
2018-11-05_16-27-07 70.73967 113.093025 167.99997 0.4580304783950617 122.332924 76.338646 26.861635 0.3729224537037037 205.26437 188.49234 133.35124 0.16904706790123455
2017-04-10_12-59-41 41.217857 38.156734 53.50215 0.8836779835390947 71.412796 23.918365 149.40588 0.09091177983539095 215.6597 160.30432 170.88431 0.025410236625514403
2018-08-17_13-36-19 200.42934 204.23256 216.36179 0.5336551490514905 70.88092 45.283592 41.232048 0.26719625112917794 122.65559 127.41934 136.65082 0.19914859981933153
2018-08-15_15-29-11 96.23046 30.343908 36.1863 0.6844907407407408 186.64886 77.14651 82.91438 0.2419309413580247 245.82674 212.51122 204.38211 0.07357831790123456
2016-11-16_16-25-36 19.52115 47.85375 61.01701 0.5484602147223506 141.88522 131.96124 119.017525 0.2324934504546155 225.27936 226.2631 224.80156 0.21904633482303384
2015-07-26_11-41-59 220.50247 201.49966 154.73782 0.44867818599026105 157.84216 136.27565 84.94567 0.3702169803625324 71.147484 50.18093 22.764547 0.18110483364720653
2017-11-07_13-37-35 17.877836 22.736734 31.859982 0.6133031301482702 90.08007 95.09533 129.08344 0.261323143571908 199.24571 209.46738 230.31006 0.12537372627982182
2018-11-09_15-33-30 33.135807 36.196358 31.360113 0.38804037811188524 179.82437 193.64119 195.37259 0.36015870105529074 109.92934 104.25987 96.66965 0.251800920832824
2015-03-27_21-33-46 237.35216 235.82979 233.91542 0.3711962890625 192.6504 153.2373 112.10881 0.34978515625 101.59297 81.772255 57.86554 0.2790185546875
2016-06-01_11-07-44 218.28291 190.51442 159.01294 0.5502383401920439 48.04597 36.1138 27.5055 0.23704218106995883 153.8503 128.22131 100.821236 0.21271947873799726
2016-11-17_15-11-47 28.090704 9.244574 5.313429 0.613164866255144 97.79612 44.620743 15.030822 0.2865972222222222 193.71199 107.67046 44.52111 0.10023791152263374
2019-05-18_14-33-08 196.97176 62.839066 59.559303 0.4856751543209877 35.301273 9.606313 13.770814 0.3908179012345679 227.91603 181.88399 182.48006 0.12350694444444445
2017-07-30_12-29-18 144.61806 134.33002 84.338875 0.3720096021947874 185.72401 189.61798 180.72673 0.3173525377229081 40.637627 56.923775 56.097084 0.31063786008230454
2015-06-05_13-00-51 151.69984 136.021 95.43486 0.40480224609375 212.77039 194.13269 153.34598 0.3592724609375 49.425247 34.742493 19.345972 0.23592529296875
2018-02-03_16-00-09 13.2646675 29.85459 54.80472 0.8516143689986283 93.572495 81.57976 81.33088 0.0911496913580247 207.14253 182.14362 157.30339 0.05723593964334705
2015-07-26_14-33-01 46.929134 38.114807 39.104355 0.374072265625 178.59354 109.02958 77.70011 0.32810546875 236.2409 228.78067 216.56517 0.297822265625
2017-01-19_12-59-36 29.914253 30.050684 29.187021 0.6216800450640755 83.569756 85.98024 69.776596 0.296135520818664 205.44928 174.82008 99.6559 0.08218443411726048
2018-02-08_21-30-27 119.56543 108.954765 164.98763 0.3829145125293104 42.08255 37.051136 65.94168 0.321868378676159 220.91908 201.11786 217.91795 0.2952171087945306
2016-06-02_10-02-31 8.658658 7.141643 4.857241 0.8918422067901235 52.007103 44.564503 38.65598 0.08120949074074074 182.89055 168.22842 133.70444 0.026948302469135803
2014-07-18_16-13-03 225.31395 192.68881 148.20087 0.58888427734375 255.22511 254.61456 254.17018 0.2679931640625 127.3479 86.98788 59.64432 0.14312255859375
2014-09-02_10-38-38 60.382774 35.995434 65.75042 0.4176611328125 45.899937 138.16837 208.6587 0.2940673828125 189.41939 187.34813 184.49396 0.288271484375
2018-07-27_18-32-17 17.519089 1.08869 3.6000373 0.6119882238086521 61.318047 8.524521 25.522093 0.34666087009579594 136.3301 45.757343 66.55168 0.04135090609555189
2016-04-20_19-14-59 23.74186 2.9425669 18.00841 0.536415 134.99657 27.007074 54.09656 0.348233 209.87512 160.4398 147.16556 0.115352
2013-07-26_22-03-57 19.963001 23.391905 34.244667 0.5268753470887265 64.60489 105.42068 137.74901 0.3119953863898501 205.35617 208.99832 209.16841 0.1611292665214234
2014-07-08_13-28-27 202.22725 217.54549 220.35579 0.441728515625 188.86427 129.10527 104.82263 0.2806591796875 68.158775 33.854015 47.881588 0.2776123046875
2014-12-26_13-45-28 77.56589 22.74164 22.192804 0.4577294921875 147.3737 84.218315 81.28888 0.28885986328125 203.01328 165.03745 154.8654 0.25341064453125
2018-04-20_13-56-51 32.230137 7.8325124 20.136015 0.4809012548732943 138.42859 59.171684 102.428246 0.33753045808966864 212.19734 169.08464 198.07533 0.18156828703703703
2017-10-14_13-42-59 35.584988 20.090786 12.772753 0.7172929526748971 187.11395 173.931 143.55411 0.14164351851851853 46.318996 95.16707 155.63472 0.14106352880658435
2016-10-07_18-02-27 19.025375 8.452368 10.97626 0.6993274176954732 106.256454 54.396355 72.34128 0.2116139403292181 205.12553 154.61404 183.32155 0.08905864197530865
2014-11-26_14-35-09 215.33128 220.3286 167.39946 0.44899658203125 194.08904 32.20309 122.17169 0.2785791015625 30.764807 142.11145 116.84934 0.27242431640625
2018-09-27_12-08-33 33.60678 34.74219 37.20595 0.45015432098765434 93.32227 114.40954 127.054756 0.29497299382716047 236.77052 235.05832 228.68114 0.2548726851851852
2017-01-21_16-00-18 74.53241 104.69369 102.23315 0.5587439986282579 51.947273 62.047707 64.44223 0.36854338134430725 226.10802 218.16841 136.69997 0.07271262002743484
2015-10-24_14-24-56 40.344025 15.796086 13.804909 0.5150520833333333 124.37307 48.361313 26.44755 0.28532118055555555 243.09724 141.10234 41.645737 0.19962673611111112
2019-04-08_18-28-10 29.008163 13.756394 18.541313 0.43476417109036547 155.06935 65.62107 137.01192 0.3845612911098908 197.98697 176.30893 205.45969 0.18067453779974374
2015-11-10_16-21-56 200.31412 186.11417 170.59367 0.5461085390946502 93.172066 79.48604 63.422367 0.2970974794238683 42.070595 134.06998 156.27112 0.1567939814814815
2018-12-18_14-22-14 182.66956 195.5556 189.25731 0.4683275462962963 188.63126 139.49837 70.85802 0.387289737654321 83.27367 93.44468 87.56159 0.14438271604938271
2017-02-04_13-23-49 37.969906 37.163685 22.703053 0.550092984104612 192.34555 176.1271 160.24164 0.253255422441469 194.66644 125.50894 48.131573 0.19665159345391903
2018-02-13_14-07-04 4.4343734 7.392018 15.794494 0.8281454024040515 42.805225 47.115906 68.5371 0.14395326133382147 142.76546 140.99168 163.69049 0.027901336262127038
2015-07-24_00-14-43 13.646512 5.8845134 2.2304761 0.52522705078125 119.480675 49.695534 8.101795 0.26348388671875 223.1954 116.08537 16.40829 0.2112890625
2014-12-02_12-48-00 22.75304 22.75304 22.75304 0.632041015625 207.53125 207.53125 207.53125 0.20043701171875 108.206245 108.206245 108.206245 0.16752197265625
2015-05-16_21-31-53 6.9221883 14.444036 55.54256 0.78495849609375 85.95736 83.43096 85.34915 0.13782470703125 216.82436 163.8552 127.43484 0.077216796875
2018-03-08_13-00-11 1.0 1.0 1.0 0.9999969491732259 1.0 1.0 1.0 1.5254133870278845e-06 1.0 1.0 1.0 1.5254133870278845e-06
2017-09-20_13-17-04 33.78367 4.503249 5.793028 0.6924447016460905 121.68042 16.7747 31.40997 0.24374228395061728 189.00806 92.69061 181.65634 0.06381301440329218
2018-12-24_14-17-44 85.22472 82.374695 68.044586 0.49392661179698216 124.521126 120.466225 101.20057 0.3299554183813443 170.73674 174.6246 157.86424 0.17611796982167352
2019-06-13_12-00-06 218.03766 204.01062 177.74925 0.5756218598138538 166.32466 145.22508 108.87348 0.27301979518436154 63.164772 45.367764 26.219685 0.15135834500178458
2015-07-26_16-12-19 10.367631 12.102221 9.2729225 0.44796639231824414 6.896539 70.97744 125.764175 0.40905949931412894 95.60017 124.20643 152.62117 0.1429741083676269
2014-02-09_17-02-21 234.80489 209.3103 169.33237 0.4108203125 29.763998 23.48563 36.471687 0.3602099609375 181.91171 95.68558 89.017494 0.2289697265625
2018-12-05_14-28-25 223.96802 214.53195 201.32613 0.5039840534979424 74.63395 66.86207 76.48204 0.31332175925925926 102.56709 129.49614 162.5956 0.18269418724279834
2019-01-29_15-00-10 82.19674 53.315765 42.738495 0.5432561728395062 28.250076 20.698822 15.436403 0.4109984567901235 186.86328 159.51149 130.06912 0.045745370370370374
2013-11-04_15-46-18 48.0423 39.83328 39.152702 0.564306640625 208.87756 200.38924 203.91724 0.23845703125 148.66339 98.85905 87.16193 0.197236328125
2014-03-26_17-05-01 16.8168 27.552296 27.881592 0.55843017578125 217.53784 209.08563 175.3079 0.2572216796875 84.30922 135.82056 135.40417 0.18434814453125
2017-07-22_15-58-45 70.26736 58.46861 56.651737 0.4014266117969822 188.15596 189.37177 196.57088 0.34637002743484224 222.58482 22.807198 29.317266 0.25220336076817557
2016-02-11_15-16-00 214.44247 206.13914 201.25983 0.3824845679012346 41.932938 22.622704 21.538082 0.3387345679012346 147.50925 98.05973 88.60048 0.27878086419753084
2016-03-07_16-09-53 53.176487 38.048943 24.009106 0.449205064981764 7.463884 63.788578 120.71361 0.4232547387887194 176.57164 148.2274 87.71252 0.12754019622951662
2017-07-29_09-32-42 10.798717 78.227135 144.71681 0.46301783264746227 59.937466 38.37804 36.613514 0.3365003429355281 199.51004 177.26137 170.36925 0.2004818244170096
2019-06-01_13-17-35 12.992394 6.4617324 7.800741 0.7786574074074074 173.9187 50.04568 62.167572 0.1534934413580247 240.23776 171.42499 181.97435 0.0678491512345679
2018-09-20_14-15-01 35.85408 21.217966 29.43532 0.551583238528631 58.660038 111.96989 147.22104 0.27633885307377914 173.19328 153.60698 158.63295 0.17207790839758985
2018-08-27_14-47-01 195.84148 182.8381 173.03226 0.3684941182513998 139.20312 109.50241 96.49679 0.33140314378178454 47.82955 29.08434 19.825006 0.30010273796681564
2015-12-21_17-02-07 52.394196 38.473915 44.322685 0.5781824417009602 111.418274 86.25141 74.64114 0.23994084362139917 199.82962 165.0985 144.24084 0.1818767146776406
2016-09-29_14-23-18 31.959715 8.186457 7.1745934 0.5721322016460906 124.4274 43.89147 33.93383 0.3271039094650206 202.05121 123.828354 116.76437 0.10076388888888889
2016-11-09_15-35-06 28.81424 8.592567 16.35785 0.5289202316011101 101.743256 44.68038 87.242966 0.29353646281940854 180.68062 111.405 174.9913 0.17754330557948128
2018-11-11_18-55-29 187.34639 50.71118 60.371628 0.4503045968642299 56.42643 20.318224 30.092178 0.36360249502451336 77.345375 140.0825 191.38705 0.18609290811125673
2018-07-22_19-54-06 249.14778 243.86414 236.904 0.4316858868753432 101.21558 76.68891 69.333916 0.2953078284215022 174.90921 154.7104 142.1061 0.2730062847031546
2019-04-14_12-39-37 22.307947 27.421343 55.22917 0.4421025413711584 121.83845 108.416565 145.5107 0.28238770685579195 218.56046 156.71657 110.29236 0.27550975177304965
2017-11-05_14-33-26 13.53176 18.903461 29.370935 0.5861447520184544 45.505455 65.78247 77.620926 0.343041138023837 170.71104 180.55385 163.8306 0.07081410995770858
2018-11-27_18-21-00 247.78748 224.9682 201.21448 0.43596433470507545 190.30319 126.479706 88.142944 0.2883196159122085 97.22849 59.192036 36.966694 0.27571604938271604
2017-07-14_13-11-48 39.687492 32.572777 28.453281 0.46662726556343576 203.87677 195.71733 166.68105 0.384930719726819 128.41177 104.062836 82.597015 0.14844201470974522
2019-03-15_12-08-39 226.47223 231.30197 253.61252 0.4346045524691358 48.939663 60.64581 66.689125 0.28348186728395064 134.04117 144.62796 154.48611 0.2819135802469136
2015-06-19_14-53-17 42.97399 3.9057996 44.509087 0.4618701171875 128.15186 45.872143 141.65375 0.37672119140625 233.48808 108.4009 176.22269 0.16140869140625
2014-07-18_00-40-13 15.158593 8.10459 14.158777 0.583515625 229.52165 207.80212 192.41042 0.23506591796875 142.30447 93.433556 88.49277 0.18141845703125
2018-05-14_13-28-30 19.488598 16.647846 51.64931 0.6493430930930931 58.43782 38.177654 144.87703 0.2977112529195863 184.23753 158.51234 209.07831 0.05294565398732065
2018-07-28_22-21-38 91.22908 17.244307 12.476795 0.4842272255781317 234.32999 67.356026 62.81115 0.4628805906400635 247.00952 201.56837 181.8714 0.052892183781804866
2016-02-18_18-30-05 37.469807 19.633305 10.715385 0.5333770576131687 117.30687 67.8964 61.762714 0.3008757716049383 216.66982 164.39952 166.12529 0.165747170781893
2013-07-25_18-45-24 34.745865 50.70582 89.331406 0.3815653167585117 165.05052 183.36836 176.43143 0.34637852962535776 183.87892 82.21286 72.46872 0.27205615361613056
2014-07-18_18-43-42 71.79346 47.3507 57.217987 0.39256591796875 140.49425 127.54188 120.8904 0.3494189453125 198.3971 213.85765 214.29138 0.25801513671875
2016-04-03_11-19-41 218.1896 199.13287 172.23125 0.6043732853223593 164.98961 130.8624 98.415245 0.23458076131687242 48.44619 27.390131 17.665073 0.16104595336076818
2019-04-12_12-08-40 166.12206 151.14442 132.75592 0.4123900462962963 83.58427 72.77957 65.081 0.3216126543209877 167.35161 212.51724 237.1065 0.26599729938271605
2017-09-28_13-27-01 5.31659 155.20491 239.43478 0.6357511135517725 22.216713 59.190693 104.01816 0.3309384343156996 173.59633 238.95334 245.14975 0.03331045213252792
2014-03-27_14-01-27 11.231998 5.6617365 4.8396654 0.72376708984375 233.17729 204.9397 167.129 0.20367431640625 151.38069 53.817898 22.852354 0.07255859375
2014-03-23_16-56-19 229.2577 221.68573 210.59697 0.4909716796875 20.522045 30.059769 47.223633 0.26395263671875 140.59413 129.18678 135.33423 0.24507568359375
2017-04-16_11-58-06 15.756927 16.441053 14.330232 0.42226980452674895 105.5368 99.327 97.89664 0.3146656378600823 187.06903 164.64513 155.96313 0.2630645576131687
2019-07-13_16-19-47 24.093002 24.973042 25.556879 0.7862310430207367 90.97547 142.20988 150.4161 0.1476439182915506 231.28299 196.47446 166.51547 0.06612503868771279
2015-04-03_17-31-41 45.688335 6.054467 48.868694 0.4697900390625 203.89618 25.787708 61.802666 0.33525390625 164.52966 67.752174 207.50847 0.1949560546875
2017-02-04_17-05-35 22.74241 11.787141 17.625683 0.5919350137174211 70.868385 54.857426 54.835426 0.25577417695473254 190.77551 143.11896 76.41517 0.15229080932784636
2018-05-16_09-04-07 200.99577 181.14864 178.74263 0.44111882716049383 21.151863 33.327324 42.35198 0.3061754115226337 41.14879 165.15279 78.70711 0.25270576131687245
2015-07-24_17-15-50 44.93931 44.772232 35.754642 0.446455078125 167.87427 123.07282 60.08572 0.39763916015625 220.43887 201.47224 157.28511 0.15590576171875
2019-03-12_16-20-32 38.935772 99.66465 109.6781 0.3742399691358025 23.593872 35.573364 29.345585 0.35942322530864196 127.53151 170.18 179.38515 0.26633680555555556
2015-05-26_15-03-57 235.19737 213.44917 160.28241 0.446083984375 72.399826 34.82279 22.338606 0.36725830078125 193.2677 159.47049 90.986595 0.18665771484375
2017-04-25_12-08-31 44.44224 55.358723 66.70185 0.6685785322359397 141.40244 107.27094 83.47439 0.19315243484224967 238.0138 202.88564 165.83998 0.1382690329218107
2019-02-04_13-34-32 38.11329 3.6497474 6.3088655 0.6462928669410151 168.64445 30.816696 38.089954 0.25320558984910835 197.99554 146.77843 175.396 0.10050154320987655
2015-06-23_15-19-59 207.15974 194.24626 159.74033 0.4013720703125 122.854576 140.47466 136.59944 0.34169677734375 76.12129 57.613743 62.184704 0.25693115234375
2017-09-17_14-21-55 219.78325 205.90883 191.35007 0.34124754977819044 144.34209 127.496124 116.09023 0.33488213143505624 67.08284 38.41993 19.701399 0.3238703187867533
2019-06-04_13-00-15 68.88718 33.466206 3.9599016 0.5575135030864198 156.00507 63.974907 15.716201 0.35039158950617283 206.40999 184.89146 146.70294 0.0920949074074074
2014-06-10_20-17-28 31.2764 26.819729 15.681672 0.49070068359375 168.36732 130.57161 56.656937 0.32686767578125 208.34065 205.01738 193.33333 0.182431640625
2014-02-13_15-52-45 242.3114 241.29445 239.11786 0.45759033203125 192.08527 178.83578 165.27989 0.288251953125 55.42351 50.785645 63.528706 0.25415771484375
2015-11-02_15-58-52 30.10846 23.285877 51.27706 0.49432360049644003 91.19831 69.06425 138.66544 0.32526291723822587 161.05849 148.74287 212.3445 0.18041348226533413
2015-04-09_14-28-05 27.026875 43.31186 15.744623 0.67961181640625 154.39899 125.66111 86.22418 0.211962890625 26.80667 167.71043 92.01401 0.10842529296875
2018-11-08_12-36-25 14.044322 17.769112 23.660309 0.7360329639102018 49.084934 75.90304 93.873505 0.1965556029174955 159.02644 167.60588 168.73647 0.06741143317230273
2018-07-21_12-43-07 61.62324 36.842365 30.219318 0.41804053822126114 163.47763 68.27099 60.99072 0.31498901589263034 229.77412 205.90755 197.9688 0.2669704458861085
2018-10-31_13-03-47 45.615513 12.608581 17.985392 0.5043839057738242 96.689865 33.522163 41.13427 0.40343052466847873 218.21786 177.10284 126.817276 0.09218556955769706
2015-06-04_11-11-40 42.78116 5.22079 8.146046 0.49279296875 188.19582 19.136335 121.32918 0.4428466796875 236.60445 209.88849 191.44713 0.0643603515625
2016-07-23_08-48-25 189.75294 166.29875 155.32083 0.4785308985866089 82.6089 34.623814 49.999905 0.39354559991746624 210.10999 31.267952 45.165623 0.1279235014959249
2017-07-22_11-25-03 10.334003 120.92358 191.03188 0.4583836273599505 8.335933 30.076876 70.29555 0.31983647993397296 143.81168 187.5663 216.69154 0.22177989270607654
2014-02-25_15-42-00 36.05185 24.8466 18.570814 0.47734130859375 106.96125 130.10747 127.509544 0.3784228515625 195.88148 159.27818 88.595085 0.14423583984375
2014-03-30_17-02-00 62.557865 51.0829 59.124577 0.41052978515625 228.94228 203.25784 170.61412 0.35638427734375 150.76997 134.3164 143.92575 0.2330859375
2017-11-10_15-33-13 64.00109 14.5095415 34.805058 0.6061982167352538 175.4822 29.566608 54.196762 0.28094101508916325 200.38034 131.36946 170.05287 0.11286076817558299
2015-10-20_14-19-06 40.069458 18.56153 14.362677 0.36213820301783267 181.93884 80.65444 35.223015 0.3506678669410151 230.32793 191.13684 133.30817 0.2871939300411523
2018-03-06_13-55-59 12.099381 11.643489 11.072778 0.7812467165747308 121.9308 85.17221 91.52793 0.11401694247438929 209.28558 184.49692 193.90816 0.10473634095087996
2016-06-01_16-04-45 216.47673 190.32158 159.29556 0.6356069958847737 54.235115 36.102497 21.985224 0.19771776406035665 157.74985 126.56483 87.34245 0.1666752400548697
2018-12-22_21-09-26 52.11326 24.452784 10.723661 0.6174444444444445 149.54437 112.35929 49.159416 0.277679012345679 236.4082 222.58504 202.4303 0.10487654320987655
2016-04-01_10-59-27 222.62866 200.64758 175.31279 0.6426200274348423 187.21602 147.34389 116.8209 0.22149691358024692 55.201447 31.624983 20.15839 0.13588305898491085
2014-07-17_14-13-55 57.374912 35.737324 50.66162 0.58892333984375 129.37332 59.86535 125.007835 0.2460986328125 191.98679 117.51984 196.32088 0.16497802734375
2015-03-22_22-21-01 242.33319 232.86647 215.03671 0.52130126953125 204.64548 175.12012 97.43146 0.30031982421875 138.07607 95.52164 31.689943 0.17837890625
2018-07-04_13-23-49 18.650774 6.670056 20.648039 0.5166885288065843 75.51883 11.69142 115.21858 0.34643647119341564 161.33339 37.44469 197.12776 0.136875
2019-05-21_15-49-53 49.357853 49.437855 51.831673 0.37790123456790126 115.169106 145.35959 151.79205 0.3138136574074074 247.47719 246.41644 245.5559 0.30828510802469133
2018-09-28_15-35-57 26.85661 26.868734 49.104168 0.6627205967723209 142.18054 77.881065 99.71251 0.20952049227911296 231.82489 193.75635 196.18764 0.12775891094856612
2018-08-05_14-27-25 247.55536 243.848 243.00221 0.3466763117283951 116.51764 125.4428 145.05673 0.3286670524691358 47.424114 45.998943 64.27017 0.3246566358024691
2015-12-12_15-02-06 38.859287 6.9509997 15.270875 0.5399665637860083 142.84396 55.164886 63.621204 0.25924296982167355 231.42448 187.99315 120.39396 0.20079046639231823
2015-08-19_13-43-05 2.182155 8.266055 34.98372 0.4282763671875 3.1065702 18.757067 159.87386 0.41726318359375 105.94601 235.34944 212.51459 0.15446044921875
2015-04-20_14-06-57 235.4207 213.95526 161.64458 0.4262646484375 87.186806 29.47323 34.98638 0.3850537109375 196.30458 162.41086 94.012764 0.188681640625
2018-01-29_16-02-05 227.84763 218.89952 227.52553 0.6577628287265849 186.13454 177.83426 180.14299 0.2515055830129965 129.07869 116.66921 105.73221 0.09073158826041858
2015-07-25_21-55-58 6.9762855 5.5397563 13.96651 0.84882568359375 36.646572 45.13781 90.01001 0.12465087890625 160.1643 157.12242 169.1655 0.0265234375
2017-11-22_15-34-22 21.727827 13.032649 13.66948 0.5828049728049728 92.61349 65.58498 84.245865 0.2647060347060347 178.00287 155.3737 194.97234 0.15248899248899248
2017-02-27_16-30-38 73.0734 29.561012 42.389046 0.4826110285619944 26.323826 111.725426 175.69229 0.3418909251004348 198.34138 132.19728 192.72346 0.17549804633757085
2016-07-23_13-09-45 40.918854 44.655266 24.569714 0.4716883317858248 127.83841 120.26425 86.55548 0.28215077891261736 211.80615 200.00497 192.05725 0.24616088930155783
2017-07-21_23-41-12 59.470596 15.8488035 22.389675 0.4246913580246914 187.72774 71.64507 81.46517 0.4139053497942387 229.54646 167.91492 175.8982 0.16140329218106997
2016-07-22_22-17-44 57.69668 13.517689 24.806992 0.5049524176954733 154.99632 55.657955 74.315384 0.3219611625514403 222.78165 143.22792 157.5909 0.17308641975308642
2015-05-13_17-46-50 157.459 108.29037 75.57059 0.37315673828125 51.50361 37.512863 27.980602 0.32296630859375 232.4966 182.47289 133.98438 0.303876953125
2017-01-05_15-46-50 36.62181 1.5267193 2.9497685 0.6176733419465977 173.58029 1.853829 3.8093474 0.37595687984496123 235.18488 172.6104 118.74583 0.006369778208440999
2015-02-07_16-01-49 224.70424 207.48476 162.71004 0.43179443359375 178.58089 119.56677 65.041565 0.32498046875 59.50989 28.17054 20.64805 0.24322509765625
2016-07-16_10-00-05 46.926437 22.07312 18.192955 0.5095048912811312 147.38206 80.30733 25.949673 0.35618245119398523 229.85281 187.53836 130.42892 0.13431265752488358
2019-03-15_20-16-12 24.42195 11.169021 5.513722 0.6605787037037038 117.06365 66.034935 32.33885 0.22449074074074074 222.98463 166.70338 115.817924 0.11493055555555555
2019-02-20_17-42-07 38.2584 79.07611 134.09918 0.4764986282578875 166.17767 172.04655 185.24184 0.3374957133058985 32.247417 37.15763 54.455845 0.186005658436214
2019-07-18_12-51-36 227.93369 229.4115 234.48984 0.49917358395189826 60.17273 39.798733 32.55974 0.264913733471679 169.82298 125.68118 95.41933 0.2359126825764227
2014-12-09_18-28-23 2.8906946 0.9180322 2.664656 0.911806640625 148.10431 62.83821 75.104546 0.050205078125 233.5844 200.43445 207.61621 0.03798828125
2017-07-06_20-43-57 221.70499 214.88414 220.53877 0.8363490755994875 127.599365 117.83659 133.98715 0.11580023186283483 35.52724 39.095543 53.451817 0.04785069253767771
2019-03-15_10-33-09 146.02583 165.82675 167.1142 0.5628877314814815 213.19582 214.77434 210.9333 0.2528491512345679 67.93524 80.12016 73.24217 0.18426311728395062
2018-11-06_14-22-51 77.571396 63.44857 54.675636 0.4530304783950617 156.78767 141.51672 132.54819 0.38436921296296295 252.22977 251.66316 251.17595 0.1626003086419753
2016-12-20_14-56-55 208.01524 211.59322 209.68436 0.39806712962962965 57.83614 62.09581 19.245022 0.3254771090534979 101.02163 133.96178 146.57298 0.27645576131687244
2019-03-23_13-42-18 52.380978 27.954088 16.69505 0.3685570987654321 156.14943 86.737656 54.984993 0.3259510030864198 210.05151 200.62439 197.47995 0.30549189814814814
2014-06-18_14-23-05 62.152863 36.318027 42.16383 0.36888916015625 189.9234 196.63927 183.54251 0.33193603515625 177.08792 65.9042 48.851463 0.2991748046875
2015-07-26_18-29-30 221.5079 222.87103 227.83897 0.3666829561042524 140.2496 124.94252 122.817055 0.32465534979423866 34.855106 30.3651 29.440046 0.3086616941015089
2016-05-31_16-01-56 213.32399 187.30199 160.54008 0.620389231824417 148.6155 125.69853 101.01185 0.20100051440329217 49.817013 37.398613 28.91418 0.1786102537722908
2019-05-20_15-28-45 2.8385756 43.444103 133.63275 0.45309413580246916 0.55624276 0.8717257 31.932528 0.40171489197530863 17.5584 126.90337 218.11656 0.14519097222222221
2015-03-06_15-09-13 243.09149 230.71524 215.55583 0.37964599609375 56.99069 31.579597 21.846796 0.32095947265625 204.16743 130.25221 74.99548 0.29939453125
2016-07-21_11-20-48 135.2821 183.15004 232.21419 0.4149136496046608 199.80527 133.36044 43.080936 0.3832423012900541 56.53623 61.05846 60.72151 0.20184404910528506
2015-09-15_20-26-22 158.91183 100.30262 43.315315 0.47679526748971196 46.565666 24.109276 13.169598 0.350769890260631 223.34566 185.00275 144.23807 0.17243484224965708
2015-08-14_10-08-24 46.63625 38.550125 47.1431 0.4575537109375 104.39303 88.044876 88.89277 0.42635498046875 179.48325 157.93272 153.56505 0.11609130859375
2014-12-12_21-13-51 235.9858 212.306 191.64821 0.566396484375 200.17882 116.74248 75.67119 0.23724853515625 55.643505 26.053602 11.161961 0.19635498046875
2013-09-28_07-55-57 63.040363 14.221501 38.612545 0.463203125 174.77577 52.79956 89.18931 0.300869140625 210.10646 167.29611 168.66022 0.235927734375
